profile_id,archetype,wallet_count,ilp_reachable,tx_success_rate,avg_connection_latency_ms,fee_to_volume_ratio,settlement_fulfillment_rate,cross_asset_success_rate,tx_frequency_monthly,tx_volume_monthly_usd,reserve_liquidity_usd,fallback_route_available
prof-ARC-971149,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9125908423230421,144.90694698524732,0.0002389669160663478,0.9970050862072175,0.9536110549950004,23,134.74309186686222,1889.3629188695363,True
prof-ARC-126069,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9678814086805735,168.35792430607756,0.0009295102803082091,0.9563949144485013,0.9686338431219926,22,191.796959163288,89.86821208400684,True
prof-ARC-962755,ARCHETYPE_A_HIGH_ACCESS,4,True,0.9638269264247532,179.73628331089932,0.002510939428256669,0.9448606534916208,0.9292059147539166,28,162.81391713547467,406.57602008085615,True
prof-ARC-656542,ARCHETYPE_A_HIGH_ACCESS,3,True,0.996691951411451,154.18759904148143,0.00013329442292953243,0.9687702516695573,0.9606974503392941,23,826.2720182325467,504.05607611885733,True
prof-ARC-564008,ARCHETYPE_A_HIGH_ACCESS,2,True,0.8676427290057965,197.3791031061666,0.002710188575789365,0.9645391886321678,0.9010821359518784,24,104.20513644332847,468.77096206117164,True
prof-ARC-318134,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9816287697067961,200.6049537162794,0.00015346293874253001,0.9350009966117224,0.8670549996932693,28,240.76825528618878,326.59640326592023,True
prof-ARC-945633,ARCHETYPE_A_HIGH_ACCESS,3,True,0.977070009514519,218.60924891548783,0.00033150297044198866,0.9674869871882749,0.9721630868934593,33,131.32466925896426,236.3926029227194,True
prof-ARC-176077,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9866295778801145,171.93497469614474,0.00263638626727053,0.9980593102764097,0.9663417411472932,31,191.00610264065034,214.2659213381697,True
prof-ARC-430388,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9863302684766295,194.2595658063692,0.0002290075226799258,0.9613067766910816,0.9025249428371261,19,286.1416808972369,752.42075873171,True
prof-ARC-891189,ARCHETYPE_A_HIGH_ACCESS,2,True,0.9585213385508596,178.88892258842645,0.001597347300220628,0.984094091570224,0.8614631159105087,24,207.51244817927977,774.0707797094653,True
prof-ARC-320178,ARCHETYPE_A_HIGH_ACCESS,2,True,0.9674868757194031,100.47090574820965,0.0009754683505425421,0.9050416633827573,0.884353533182208,28,126.05653438849006,622.0392778572666,True
prof-ARC-870044,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9470521567622993,184.29646357492564,0.0024389178576024657,0.9004569150971908,0.9492436201658823,17,144.20478022739408,609.9048419648568,True
prof-ARC-267292,ARCHETYPE_A_HIGH_ACCESS,4,True,0.9471406400957412,186.81784227403705,0.0007916531270113446,0.9850554086921531,0.8825851406034475,18,204.28299447924522,398.64295326855785,True
prof-ARC-807280,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9399402628740601,156.17092274509434,0.0004579493279181533,0.95393200081576,0.9280747077031796,25,471.55982432077667,387.07234122564773,True
prof-ARC-625910,ARCHETYPE_A_HIGH_ACCESS,2,True,0.9711549537292626,207.3412858741369,0.0006016862548224376,0.9891838297211807,0.971696189055641,17,369.52104500639524,374.3651773989856,True
prof-ARC-517978,ARCHETYPE_A_HIGH_ACCESS,2,True,0.8508003606835779,258.97146194512175,0.0025625232597346827,0.9605819671362787,0.9712124536282597,28,178.8444567018914,1196.8748353448957,True
prof-ARC-375494,ARCHETYPE_A_HIGH_ACCESS,2,True,0.8485236716625777,160.2330473407139,0.00308377074841457,0.9669649238202621,0.9206707877576153,27,263.0827726035335,320.70130936498254,True
prof-ARC-137641,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9029441622764356,171.61502802599878,0.00043174498621490116,0.9977218408887564,0.91115308763537,32,89.48231414165686,115.81446413252762,True
prof-ARC-796358,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9026573613823102,210.95533618405904,0.004626206511527342,0.9494530765681105,0.8887910703453201,25,173.86586392448626,308.80144179331904,True
prof-ARC-350195,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9956575748654938,139.6664846689717,0.000732475184067904,0.9628196123781135,0.9464759585945334,35,161.93703364802934,205.6893019042472,True
prof-ARC-966867,ARCHETYPE_A_HIGH_ACCESS,2,True,0.9216953067911153,198.54421785842044,0.00026240933243959323,0.9400901492570376,0.9789956673330518,26,325.6230253446301,430.60935002510104,True
prof-ARC-474999,ARCHETYPE_A_HIGH_ACCESS,4,True,0.9303113903317122,112.62998403018491,0.0006632714011687662,0.956604213206988,0.9450483563188,38,257.5115208931418,695.4067047151439,True
prof-ARC-228322,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9596283480558453,197.51784555977892,0.003236836145561134,0.9678941421622144,0.965956028375803,32,311.15184907353347,364.93861151597,True
prof-ARC-778250,ARCHETYPE_A_HIGH_ACCESS,2,True,0.9999448607627277,227.01923599916856,0.0005896177527960417,0.9956735700087517,0.9474299938670672,24,174.99969244710758,198.09525427168154,True
prof-ARC-257732,ARCHETYPE_A_HIGH_ACCESS,2,True,0.9390839132977813,174.40882816910724,0.002503706246012195,0.9977604810465199,0.9661195237063211,22,295.48141383727943,625.9522964233294,True
prof-ARC-537785,ARCHETYPE_A_HIGH_ACCESS,2,True,0.8959099502926606,218.95979202493007,0.0007052804724414465,0.9274675204301599,0.9916897102606459,28,184.3185100069038,498.8261645365185,True
prof-ARC-444855,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9663684216238846,190.28176039133112,0.002881569246584433,0.9990081898299856,0.8920937549573834,18,312.8432553600068,268.8529615358391,True
prof-ARC-466245,ARCHETYPE_A_HIGH_ACCESS,2,True,0.9646694145531703,206.72214251324672,0.00122691696652258,0.9829500437355311,0.8605151717869332,28,462.82021275139294,332.282753169648,True
prof-ARC-867285,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9603751977718484,153.71043996077455,0.0008618742260127712,0.9716231621931192,0.953566668952061,17,325.8025068810465,1196.5384885930607,True
prof-ARC-613287,ARCHETYPE_A_HIGH_ACCESS,4,True,0.9329821108307282,169.93763568917427,0.0019423437260511676,0.9988961977540509,0.845883469020987,27,194.38724503289544,158.45178135974183,True
prof-ARC-694604,ARCHETYPE_A_HIGH_ACCESS,2,True,0.9583292019773086,268.95031055162167,0.002546451583913157,0.9968792865682394,0.9531329819876923,28,106.2407731466798,131.81521863126264,True
prof-ARC-912395,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9531175146073517,257.8071451157658,5.861888938988582e-05,0.9732180284118199,0.9778926817867323,24,123.77682810550982,632.4375309568824,True
prof-ARC-257795,ARCHETYPE_A_HIGH_ACCESS,4,True,0.9839761116803621,179.23337787025665,0.0005392763497807588,0.9742976089394406,0.8558616397305107,27,234.29420487699517,304.71572086004164,True
prof-ARC-505804,ARCHETYPE_A_HIGH_ACCESS,2,True,0.9080301964405285,122.43975728904547,0.001226299307912632,0.9065349612576773,0.9753376874721827,23,114.85865087895381,616.6656679160961,True
prof-ARC-441815,ARCHETYPE_A_HIGH_ACCESS,3,True,0.990601268170922,170.19357660961046,0.00012057393703881167,0.9870472287274031,0.8631339178524644,25,290.977003404967,239.20471695115012,True
prof-ARC-909343,ARCHETYPE_A_HIGH_ACCESS,2,True,0.8844440419254217,158.01947426227142,0.0004081787948962622,0.989293821288444,0.9316854380865982,21,269.96465330516844,504.73710781752715,True
prof-ARC-412282,ARCHETYPE_A_HIGH_ACCESS,4,True,0.9512074071422008,199.16190666087553,0.001053891282992262,0.9984260952954054,0.8637237720611719,26,215.68305201088756,348.45392738155294,True
prof-ARC-653453,ARCHETYPE_A_HIGH_ACCESS,4,True,0.9128367881818462,169.07392549536186,0.003916969045049555,0.9726121653298226,0.9902821360430153,26,418.0915614994154,336.35966378698424,True
prof-ARC-734122,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9528187763761214,112.52712815832183,0.004090502812347163,0.9827552911822538,0.8794999843340292,29,828.7149128514226,346.67529313446136,True
prof-ARC-239978,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9704943375163654,165.99555162630654,0.001955953576312911,0.97401781925542,0.9661060099250919,30,533.436455560127,291.7235741757655,True
prof-ARC-582238,ARCHETYPE_A_HIGH_ACCESS,2,True,0.9867229505351716,179.41086603219955,0.003191886390018186,0.9705723708022469,0.9445547261306274,27,299.0456113756269,191.26923805122775,True
prof-ARC-134084,ARCHETYPE_A_HIGH_ACCESS,3,True,0.8978895881811074,210.86514886238436,0.0028313911752577735,0.9214616112453181,0.9798562585625891,21,262.99236764848365,182.02564575373245,True
prof-ARC-871148,ARCHETYPE_A_HIGH_ACCESS,3,True,0.840406631182278,192.43625443139365,0.0010723016377926881,0.9961231994338857,0.923991471284895,16,552.3590631690248,208.4152388524021,True
prof-ARC-168008,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9034186555385377,164.37258541989945,0.002022816239708262,0.9849155053248615,0.9515823211375124,22,187.85473882237542,886.0081402778928,True
prof-ARC-391126,ARCHETYPE_A_HIGH_ACCESS,3,True,0.974540302535069,157.934101722307,0.0020672240355448027,0.9020589725023855,0.9290740188723573,17,451.9289738501063,437.08362697780444,True
prof-ARC-296133,ARCHETYPE_A_HIGH_ACCESS,2,True,0.9934548548121408,159.53896850402057,0.001010865816275485,0.9891800534419811,0.8890407437564106,23,493.2598299322803,686.680362434625,True
prof-ARC-187468,ARCHETYPE_A_HIGH_ACCESS,3,True,0.8462382715431291,197.05323018768462,0.0007075838227731613,0.9823589539963016,0.8677522493650579,25,310.24090743646093,273.07655556098433,True
prof-ARC-635426,ARCHETYPE_A_HIGH_ACCESS,4,True,0.9527088329368693,178.18438433081076,0.0014781915894681128,0.9368933664096633,0.9209276150408683,23,218.03373388343638,287.85009207918995,True
prof-ARC-543057,ARCHETYPE_A_HIGH_ACCESS,2,True,0.8061832282388539,163.0905291772097,0.00026373998750091804,0.977784133138882,0.9041984977889459,27,443.77742309014155,215.64128207365758,True
prof-ARC-656659,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9772130895602882,121.68037711544602,0.000345960700883369,0.970207245746557,0.894840653853649,31,134.7204033988278,374.8747081022569,True
prof-ARC-563547,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9829212141904842,168.31210179423624,0.002055170908185329,0.9190632034301226,0.9269610138864984,30,169.8064090896548,490.3434568520466,True
prof-ARC-652959,ARCHETYPE_A_HIGH_ACCESS,4,True,0.9491786532271395,202.26286116027921,0.001995357812472442,0.957109912570422,0.9383001308024694,28,255.9600605487231,179.77826425709625,True
prof-ARC-503082,ARCHETYPE_A_HIGH_ACCESS,4,True,0.9109272562590305,147.7001719642701,0.001727455230628838,0.9756671927147834,0.9580795239495244,27,348.8935246369188,240.60817453478168,True
prof-ARC-797960,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9973310768303008,223.6685607024335,0.0025419148531246054,0.9056120689372709,0.9760904220790718,21,91.54418073518505,457.7312973413056,True
prof-ARC-352791,ARCHETYPE_A_HIGH_ACCESS,4,True,0.9802790575800316,169.5006561853675,0.001531288216858562,0.9982588939633497,0.9763974881829777,28,385.5496617855553,281.10739595600785,True
prof-ARC-279761,ARCHETYPE_A_HIGH_ACCESS,2,True,0.9192215707972354,189.2649903779689,0.0016539555529155496,0.9408342498197344,0.944950259380678,17,310.7674857489824,284.7711656247541,True
prof-ARC-758441,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9591212952286345,150.38754689135934,0.0014477429476344322,0.9996416259090856,0.8998343420503957,31,428.8415547248449,212.1402282854705,True
prof-ARC-623886,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9006089406398397,129.03452400589063,0.0009973789915332866,0.976259781904286,0.9547547023758827,26,268.34558647731853,1073.3689244625753,True
prof-ARC-346353,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9842023618825992,150.2297148037545,0.0023331402694520107,0.9956837956575723,0.9703190548197849,29,127.01607299369822,530.2845775397349,True
prof-ARC-411955,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9665661126452754,168.8337967178684,0.0016151067434286334,0.9990207860752421,0.9478348769707614,22,359.86159383553905,305.02022896365906,True
prof-ARC-837266,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9533799002691576,200.81567289023764,0.0024553763807999523,0.9980515326503561,0.9499879118984877,25,148.4641657696662,686.6317467926608,True
prof-ARC-586799,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9178533975430558,179.35898116954692,7.076299557767439e-05,0.888443223829545,0.9359571830358226,35,255.613242072735,157.98063873525322,True
prof-ARC-564184,ARCHETYPE_A_HIGH_ACCESS,3,True,0.991085909262479,154.8675605521872,0.0008035047647318573,0.9583358261848252,0.9096602918153454,26,78.09500288554347,561.6011131737487,True
prof-ARC-803305,ARCHETYPE_A_HIGH_ACCESS,2,True,0.9036885777108782,166.54859342838353,0.0009709819939003948,0.9405150757523825,0.9629182167541294,22,164.08818499213947,169.41023177185116,True
prof-ARC-720756,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9855276315790551,182.58218594981025,0.0026950422783439385,0.9869444858754222,0.9588599201772529,23,447.56989921407586,178.67316162635464,True
prof-ARC-958379,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9216691012195467,236.19893328652637,0.003041204118298036,0.9618807291801325,0.9069249033489615,19,197.57577002745757,227.44909438105452,True
prof-ARC-692131,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9174498655202177,190.20353119213934,0.000789249795447302,0.9841812027814446,0.9167208450469347,20,166.30361234862482,539.295492672356,True
prof-ARC-756005,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9669529783907107,175.03802945569464,0.0008357694247197308,0.9559799648936169,0.9560247294523606,23,203.68767058730887,637.8828592984956,True
prof-ARC-439119,ARCHETYPE_A_HIGH_ACCESS,3,True,0.94016876172342,165.6899286026112,6.140909695505879e-05,0.9606846987152582,0.8753249455873713,23,202.5439600206256,298.3039248598497,True
prof-ARC-410925,ARCHETYPE_A_HIGH_ACCESS,4,True,0.9420796980473801,205.77771674999522,3.713058243297585e-07,0.9785733643527512,0.8204949571796332,18,202.62579368414856,669.176990974051,True
prof-ARC-569164,ARCHETYPE_A_HIGH_ACCESS,4,True,0.9837068116327974,163.92109664657855,0.003964603928527799,0.9913430152722725,0.9935974999573208,22,211.00171855336157,713.5015113852864,True
prof-ARC-163095,ARCHETYPE_A_HIGH_ACCESS,2,True,0.9904079655630765,182.10156489339545,0.00012497460864463377,0.9119506527151003,0.9067535877554184,22,938.0161654833319,548.2446120540906,True
prof-ARC-913081,ARCHETYPE_A_HIGH_ACCESS,2,True,0.8992566707619206,222.965104305739,0.002063220530268,0.8870233504681226,0.9403066902304611,21,102.00390153446133,429.96648366874166,True
prof-ARC-759738,ARCHETYPE_A_HIGH_ACCESS,2,True,0.8322490253901762,173.39416118976126,0.0004796545436179255,0.999779712550386,0.9430172900109325,26,167.99291354010583,505.9361227317205,True
prof-ARC-282024,ARCHETYPE_A_HIGH_ACCESS,4,True,0.9171659866153443,211.1471877859727,0.0017019389332809643,0.9137782433274512,0.8514621438897563,28,171.62722975684449,196.58395273279586,True
prof-ARC-819449,ARCHETYPE_A_HIGH_ACCESS,4,True,0.9999363143789484,165.50816844949682,0.0005919026935671584,0.9878412825693118,0.9747022960947508,29,209.88492947540672,352.51261572939626,True
prof-ARC-423494,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9421161599091754,186.970808330516,0.001338533896737783,0.9770864966937639,0.9032633616293837,17,632.9983442976848,363.2957674659007,True
prof-ARC-412727,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9212149309146347,235.20651404525972,0.0006661905414200896,0.9423324056857157,0.955894862984591,26,367.01552021695403,1044.598516386219,True
prof-ARC-841280,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9922983687529994,167.8734896407917,0.0028474064908950614,0.9997823197501804,0.8715582997463996,31,474.9317450099207,474.9093281281947,True
prof-ARC-607365,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9940400689858366,165.7848195878725,0.0014081001279724276,0.982365808296238,0.9895749335766413,22,204.89678364816706,815.5598276748092,True
prof-ARC-643088,ARCHETYPE_A_HIGH_ACCESS,2,True,0.9923599905006041,258.98773310789556,0.00040021965586664485,0.956841406378995,0.8357981113634487,31,255.36063717058818,481.0432880239096,True
prof-ARC-967964,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9568208305190101,188.75585286000046,0.0016174807772942582,0.9768994846949477,0.90340966405744,32,309.1561799325944,324.7131439886144,True
prof-ARC-191088,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9983276825752184,152.7190569107816,0.0028002862434112906,0.9724653647049359,0.8524341868315898,24,268.7307476599526,1002.7605898862469,True
prof-ARC-928294,ARCHETYPE_A_HIGH_ACCESS,4,True,0.9959113135396518,174.15275158941958,0.0035597371707535596,0.9267732423609192,0.6917114753064105,28,216.86885039894182,225.2038426225662,True
prof-ARC-767304,ARCHETYPE_A_HIGH_ACCESS,2,True,0.817702510767204,208.5937513612826,0.000682244591697457,0.9954594532103593,0.9089000098847416,31,441.9633293227112,397.0599371381136,True
prof-ARC-154189,ARCHETYPE_A_HIGH_ACCESS,2,True,0.9984530780011429,194.1096693158487,0.0021722199838843576,0.9894183435842864,0.9193540738805203,23,167.7120184617995,304.42841133079315,True
prof-ARC-333077,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9849176086979023,182.36688289795526,0.0018460286724411906,0.9730507964776286,0.8342424843129119,28,454.6251241865485,669.1602534987038,True
prof-ARC-114743,ARCHETYPE_A_HIGH_ACCESS,2,True,0.9942907188186402,186.78902804465602,0.0010067516369279088,0.9956329771836266,0.9148613477632122,32,389.60292448594726,116.27376650646211,True
prof-ARC-180811,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9940070986410677,139.62387229580355,0.0038261817488528496,0.9281981325065832,0.9418358796884209,27,659.0806459058239,719.990840754372,True
prof-ARC-611511,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9549032650099356,161.4704431369695,0.0030809079028783905,0.9765617334042783,0.9819984886430538,23,220.3624558313384,307.36960686088213,True
prof-ARC-780332,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9830084168131626,191.77395423379767,0.0020261744117351255,0.9616328685217205,0.9279809840675242,26,206.44679897282705,431.8513457775436,True
prof-ARC-388816,ARCHETYPE_A_HIGH_ACCESS,2,True,0.9832857532184179,134.24042729299634,4.110820021587406e-05,0.9741206534999481,0.8932905890657971,25,214.55252611763146,759.1257479878329,True
prof-ARC-438384,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9919970083140331,172.86914625931078,0.0006121106568268147,0.9880366666866786,0.9180654309444275,24,250.9977188712182,318.1435613079761,True
prof-ARC-993416,ARCHETYPE_A_HIGH_ACCESS,4,True,0.9671492598490287,185.177823117446,0.0017785992181530916,0.9674032310965146,0.9491098365946268,31,335.2410838747737,693.7206942560902,True
prof-ARC-369150,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9792037485956325,172.97940422679056,0.0012428692776826375,0.9997185005651266,0.9762362187833156,25,226.3515366848366,1358.537091185413,True
prof-ARC-389220,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9322834633776405,140.77276848326997,0.0012160550345382346,0.9631863872791605,0.9480830814462401,27,268.3980504406501,396.36644972687895,True
prof-ARC-872791,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9740185198042037,167.2867076565591,0.0019350151900636525,0.9510477354127753,0.916058915057564,19,247.0458356160504,226.58201538398637,True
prof-ARC-514758,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9423795538187194,189.1804319405369,0.003433992757622731,0.9986473363826497,0.8992206289733646,21,126.26267869845087,685.6153266141516,True
prof-ARC-953164,ARCHETYPE_A_HIGH_ACCESS,2,True,0.9736147325749944,139.67656588910438,0.0030112750796147413,0.9512366825469799,0.9929149718016955,21,382.3355664297172,161.4567656656435,True
prof-ARC-579336,ARCHETYPE_A_HIGH_ACCESS,2,True,0.9919698216770062,147.43631769311352,0.0010935804524470295,0.9174098918140562,0.9170565733677712,23,226.76177335291598,172.22036996400365,True
prof-ARC-882215,ARCHETYPE_A_HIGH_ACCESS,2,True,0.9143983090975304,101.87358430118597,0.0032925882915684343,0.9720083388802602,0.9158468555877519,24,414.16501057161304,497.00788448364693,True
prof-ARC-149976,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9750638725108082,154.00738165654337,0.00044245272051701923,0.9940478729203374,0.8900008427235755,29,477.66779936996096,241.6852295015833,True
prof-ARC-582488,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9060455978586537,223.7919562511382,0.0023351008600546114,0.9639854371365857,0.9092943787804595,28,115.40640430602099,411.57726032070707,True
prof-ARC-535928,ARCHETYPE_A_HIGH_ACCESS,2,True,0.9634985996017336,169.35577949447338,0.0002104383502622773,0.9980623185133178,0.918233190044704,18,140.2004872798187,263.5841773147153,True
prof-ARC-808672,ARCHETYPE_A_HIGH_ACCESS,3,True,0.9763858864353399,203.8242018022854,3.2726461154601876e-05,0.9437317834786735,0.9300429568127909,25,1055.402836589702,138.7938057118694,True
prof-ARC-472047,ARCHETYPE_A_HIGH_ACCESS,4,True,0.9130600490950311,115.39971240386267,0.00026915486189651804,0.9297197765333087,0.9554795293738183,26,359.9796112708794,323.25248864678053,True
prof-ARC-231184,ARCHETYPE_A_HIGH_ACCESS,2,True,0.9896459399157063,200.28930179992736,0.001132554182267234,0.9961251290642924,0.9621823271024379,18,272.0198003471742,535.9406902424284,True
prof-ARC-647219,ARCHETYPE_A_HIGH_ACCESS,2,True,0.9788694734864624,140.15055145604848,0.006989818036041805,0.9860005579575238,0.982600510619406,25,176.79449852804004,712.7051566947184,True
